,_p,_v,_t
265,3.6834,30.5,1589365687337
266,3.6835,143.7,1589365687337
267,3.6836,46.35,1589365687337
268,3.684,15.54,1589365691265
269,3.6838,15.52,1589365695210
270,3.684,15.52,1589365699150
271,3.6822,114.77,1589365700832
272,3.6821,29.94,1589365701301
273,3.6819,32.89,1589365701736
274,3.6817,20.91,1589365701736
275,3.6817,2.95,1589365701901
276,3.6814,148.95,1589365701977
277,3.6812,9.51,1589365702053
278,3.6811,68.42,1589365703056
279,3.681,407.43,1589365703056
280,3.6817,49.15,1589365703581
281,3.6819,15.52,1589365703853
282,3.6818,15.52,1589365708090
283,3.6823,15.52,1589365711939
284,3.6819,2.74,1589365712541
285,3.6821,15.52,1589365716256
286,3.6821,23.56,1589365720176
287,3.6821,15.52,1589365720385
288,3.6806,99.09,1589365727056
289,3.682,15.52,1589365727347
290,3.6805,292.69,1589365727354
291,3.6811,15.54,1589365727843
292,3.681,15.54,1589365728342
293,3.6807,15.54,1589365728849
294,3.68,0.28,1589365729843
295,3.6793,28.58,1589365729843
296,3.6789,322.54,1589365730838
297,3.6788,309.74,1589365730838
298,3.6784,41.58,1589365730838
299,3.6783,13.57,1589365730838
300,3.678,54.37,1589365730838
301,3.6764,44.05,1589365731945
302,3.6762,22.98,1589365731974
303,3.6776,4.41,1589365732128
304,3.677,21.74,1589365732467
305,3.676,16.55,1589365733038
306,3.676,0.01,1589365733065
307,3.6745,2.98,1589365734441
308,3.6752,6.0,1589365735728
309,3.674,48.38,1589365736943
310,3.6747,141.0,1589365737804
311,3.6748,292.69,1589365738744
312,3.6753,37.8,1589365739213
313,3.6753,6.32,1589365739219
314,3.6753,228.31,1589365739222
315,3.6759,11.64,1589365747358
316,3.6759,86.59,1589365748240
317,3.6758,39.56,1589365748240
318,3.6756,921.85,1589365748240
319,3.6775,95.45,1589365750258
320,3.6776,37.35,1589365750258
321,3.6778,37.3,1589365750258
322,3.678,504.9,1589365750258
323,3.6778,600.2,1589365761829
324,3.6756,365.59,1589365769668
325,3.6752,34.84,1589365769668
326,3.6751,117.0,1589365769668
327,3.6747,991.93,1589365769668
328,3.6744,64.97,1589365769668
329,3.6747,10.69,1589365815837
330,3.6734,238.06,1589365815837
331,3.6746,88.0,1589365816311
332,3.674,4.53,1589365817616
333,3.6735,12.36,1589365818052
334,3.673,3.0,1589365818052
335,3.6724,230.84,1589365818052
336,3.6723,2.55,1589365818052
337,3.6719,98.74,1589365820197
338,3.6718,116.0,1589365820197
339,3.6714,2.99,1589365820197
340,3.6712,5.51,1589365820197
341,3.6708,25.51,1589365820197
342,3.6721,68.87,1589365822316
343,3.672,28.01,1589365822316
344,3.6719,151.87,1589365822316
345,3.6722,8.09,1589365824272
346,3.6721,47.28,1589365824272
347,3.672,11.12,1589365824272
348,3.6719,120.56,1589365824272
349,3.6717,61.7,1589365824272
350,3.6737,24.28,1589365824365
351,3.6738,7.72,1589365824365
352,3.6738,10.0,1589365824574
353,3.6721,248.75,1589365826312
354,3.6737,145.0,1589365828011
355,3.6738,276.55,1589365828196
356,3.6738,158.25,1589365828211
357,3.6723,86.59,1589365828367
358,3.6722,162.16,1589365828367
359,3.6727,24.66,1589365830373
360,3.6726,53.18,1589365830373
361,3.6723,27.64,1589365830373
362,3.672,143.27,1589365830373
363,3.6723,47.11,1589365832837
364,3.6722,201.64,1589365832837
365,3.6722,73.42,1589365834883
366,3.672,175.32,1589365834883
367,3.6745,17.0,1589365835522
368,3.6745,30.0,1589365842544
