,_p,_v,_t
21112,2.5439,161.3,1589424930033
21113,2.5439,160.0,1589424930041
21114,2.544,66.76,1589424930110
21115,2.5439,12.7,1589424930110
21116,2.543,40.54,1589424930110
21117,2.5431,123.0,1589424940590
21118,2.5431,11.72,1589424942557
21119,2.5442,181.9,1589424967916
21120,2.5441,18.1,1589424967916
21121,2.5453,179.95,1589424969080
21122,2.5453,171.66,1589424969205
21123,2.5453,17.56,1589424969298
21124,2.5433,200.0,1589424980991
21125,2.5433,20.07,1589424981425
21126,2.5433,20.07,1589424981867
21127,2.5432,20.09,1589424982342
21128,2.5432,20.06,1589424982833
21129,2.5432,20.08,1589424983340
21130,2.5432,20.02,1589424983860
21131,2.5432,20.07,1589424984409
21132,2.5432,20.01,1589424984972
21133,2.5432,20.08,1589424985566
21134,2.5432,20.05,1589424986177
21135,2.5432,20.01,1589424986830
21136,2.5432,20.03,1589424987465
21137,2.5432,20.06,1589424988117
21138,2.5432,20.0,1589424988757
21139,2.5432,20.04,1589424989407
21140,2.5432,20.0,1589424990042
21141,2.5432,20.09,1589424990697
21142,2.5432,20.03,1589424991337
21143,2.5432,20.12,1589424991989
21144,2.5432,20.04,1589424992633
21145,2.5432,20.09,1589424993277
21146,2.5432,20.08,1589424993923
21147,2.5432,20.06,1589424994573
21148,2.5432,20.02,1589424995210
21149,2.5432,20.06,1589424995858
21150,2.5432,20.07,1589424996501
21151,2.5432,20.07,1589424997151
21152,2.5432,20.0,1589424997792
21153,2.5432,20.05,1589424998435
21154,2.5432,20.02,1589424999082
21155,2.5432,20.07,1589424999726
21156,2.5432,20.08,1589425000373
21157,2.5432,20.04,1589425001020
21158,2.5432,20.04,1589425001665
21159,2.5432,7.77,1589425002318
21160,2.5431,7.89,1589425002318
21161,2.543,4.47,1589425002318
21162,2.543,66.99,1589425008162
21163,2.543,650.0,1589425008166
21164,2.543,100.0,1589425008167
21165,2.543,108.7,1589425008168
21166,2.543,300.0,1589425008171
21167,2.543,333.7,1589425008192
21168,2.543,237.2,1589425008196
21169,2.543,115.58,1589425008203
21170,2.543,100.0,1589425008208
21171,2.543,19.1,1589425008211
21172,2.543,450.0,1589425008222
21173,2.543,180.9,1589425008224
21174,2.543,129.1,1589425008225
21175,2.543,139.72,1589425008234
21176,2.5421,100.0,1589425008253
21177,2.5421,6.98,1589425008271
21178,2.5407,13.02,1589425008271
21179,2.5407,65.0,1589425008271
21180,2.5407,60.0,1589425008327
21181,2.5407,203.69,1589425008335
21182,2.5406,19.25,1589425008335
21183,2.5405,117.06,1589425008335
21184,2.5405,100.0,1589425008349
21185,2.5415,166.53,1589425008351
21186,2.5405,124.55,1589425008363
21187,2.5404,195.45,1589425008363
21188,2.5404,104.55,1589425008426
21189,2.5403,68.35,1589425008426
21190,2.5402,11.63,1589425008426
21191,2.54,15.47,1589425008426
21192,2.541,6.34,1589425008858
21193,2.541,82.0,1589425008872
21194,2.541,25.8,1589425008977
21195,2.5409,169.37,1589425009314
21196,2.5408,81.0,1589425009356
21197,2.5408,100.9,1589425009425
21198,2.5409,167.95,1589425009531
21199,2.5409,165.68,1589425009635
21200,2.5409,175.67,1589425009731
21201,2.5409,181.0,1589425009847
21202,2.5408,172.13,1589425009947
21203,2.5408,20.47,1589425010057
21204,2.5409,167.28,1589425010168
21205,2.5409,174.47,1589425010271
21206,2.5413,22.79,1589425010893
21207,2.54,30.0,1589425012337
21208,2.5412,128.4,1589425013985
21209,2.5402,200.0,1589425014028
21210,2.5403,20.07,1589425014418
21211,2.5416,200.94,1589425014517
21212,2.5416,119.66,1589425014616
21213,2.5402,39.5,1589425015227
21214,2.5402,20.11,1589425015666
21215,2.5402,20.04,1589425016112
21216,2.5402,20.01,1589425016576
21217,2.5402,20.07,1589425017061
21218,2.54,255.17,1589425020100
21219,2.5401,30.0,1589425034113
21220,2.5401,30.0,1589425034118
21221,2.5401,8.31,1589425034303
21222,2.5401,20.6,1589425044315
21223,2.5416,22.19,1589425051816
21224,2.5414,5.07,1589425058417
21225,2.5402,200.0,1589425102012
21226,2.5402,20.11,1589425102654
21227,2.5402,20.03,1589425103308
21228,2.5402,20.01,1589425103944
21229,2.5402,20.07,1589425104598
21230,2.5402,20.08,1589425105236
21231,2.5402,20.05,1589425105889
21232,2.5403,200.0,1589425117742
21233,2.5403,20.05,1589425118375
21234,2.5403,20.0,1589425118988
21235,2.5403,20.05,1589425119625
21236,2.5403,20.0,1589425120244
21237,2.5403,20.01,1589425120872
21238,2.5403,20.01,1589425121494
21239,2.5403,20.06,1589425122122
21240,2.5401,50.0,1589425129307
21241,2.5413,112.81,1589425142820
21242,2.5404,200.0,1589425143238
21243,2.5413,743.86,1589425143433
21244,2.5413,171.56,1589425143583
21245,2.5413,187.63,1589425144924
21246,2.5413,199.79,1589425145029
21247,2.5413,169.91,1589425145334
21248,2.5413,82.99,1589425145499
21249,2.5416,150.0,1589425146197
21250,2.5416,967.01,1589425146197
21251,2.5416,200.0,1589425146197
21252,2.5416,946.54,1589425146224
21253,2.5418,636.26,1589425149088
21254,2.5434,66.76,1589425154080
21255,2.5434,200.0,1589425160015
21256,2.5427,90.47,1589425162748
21257,2.5426,66.8,1589425206682
21258,2.5403,200.0,1589425225715
21259,2.5403,66.93,1589425227144
21260,2.5403,20.02,1589425227619
21261,2.5403,20.0,1589425228118
21262,2.5403,20.09,1589425228632
21263,2.5403,20.08,1589425229161
21264,2.5403,20.0,1589425229720
21265,2.5403,20.11,1589425230300
21266,2.5403,20.13,1589425230904
21267,2.5403,20.08,1589425231574
21268,2.5403,20.05,1589425232153
21269,2.5404,20.07,1589425232755
21270,2.5404,20.02,1589425233365
21271,2.5404,20.0,1589425233974
21272,2.5404,20.04,1589425234577
21273,2.5404,20.06,1589425235181
21274,2.5404,20.05,1589425235791
21275,2.5403,20.0,1589425236411
21276,2.5403,20.07,1589425237046
21277,2.5403,20.04,1589425237664
21278,2.5403,20.03,1589425238298
21279,2.5403,20.12,1589425238918
21280,2.5403,20.01,1589425239551
21281,2.5403,20.06,1589425240172
21282,2.5403,20.04,1589425240799
21283,2.5403,20.08,1589425241427
21284,2.5403,20.12,1589425242051
21285,2.5402,20.05,1589425242678
21286,2.5402,209.43,1589425243048
21287,2.54,600.0,1589425243080
21288,2.54,83.61,1589425243085
21289,2.5394,68.44,1589425243085
21290,2.5389,47.95,1589425243085
21291,2.5385,100.0,1589425243103
21292,2.5385,20.0,1589425243114
21293,2.5385,170.0,1589425243189
21294,2.5385,10.0,1589425243223
21295,2.5382,100.0,1589425244143
21296,2.5382,80.0,1589425244145
21297,2.5383,48.99,1589425244207
21298,2.5383,20.05,1589425244830
21299,2.5383,20.01,1589425245450
21300,2.5394,147.08,1589425245788
21301,2.5398,169.86,1589425245880
21302,2.5398,182.61,1589425245993
21303,2.5398,169.55,1589425246082
21304,2.5397,192.26,1589425246190
21305,2.5397,200.62,1589425246297
21306,2.5397,199.66,1589425246404
21307,2.5397,76.65,1589425246506
21308,2.5377,9.7,1589425259123
21309,2.5377,7.19,1589425259218
21310,2.5377,165.07,1589425259426
21311,2.5377,53.9,1589425263789
21312,2.5377,225.01,1589425281259
21313,2.5377,511.51,1589425281303
21314,2.5372,5.26,1589425281407
21315,2.5362,4.72,1589425321466
21316,2.5374,200.0,1589425338788
21317,2.5374,20.05,1589425339395
21318,2.5374,20.09,1589425340006
21319,2.5374,20.07,1589425340607
21320,2.5376,20.07,1589425341184
21321,2.5376,20.06,1589425341759
21322,2.5375,20.09,1589425342347
21323,2.5375,84.03,1589425349919
21324,2.5373,200.0,1589425371035
21325,2.5373,20.1,1589425371663
21326,2.5373,15.3,1589425372289
21327,2.5372,4.77,1589425372289
21328,2.5375,300.0,1589425398037
21329,2.5382,49.76,1589425398547
21330,2.5382,49.76,1589425407845
21331,2.5382,34.03,1589425429879
21332,2.5383,163.7,1589425459757
21333,2.5384,33.26,1589425460725
21334,2.5385,20.09,1589425461311
21335,2.5383,40.0,1589425485770
21336,2.5384,200.0,1589425488259
21337,2.5384,20.13,1589425488872
21338,2.5384,4.57,1589425489483
21339,2.5383,15.51,1589425489483
21340,2.5384,67.03,1589425491502
21341,2.5384,20.03,1589425492113
21342,2.5385,20.04,1589425492698
21343,2.5385,20.05,1589425493296
21344,2.5385,20.05,1589425493878
21345,2.5385,20.04,1589425494476
21346,2.5384,20.01,1589425495072
21347,2.5384,40.07,1589425514947
21348,2.5386,4.72,1589425518418
21349,2.5386,19.49,1589425518684
21350,2.5385,146.87,1589425546455
21351,2.5389,50.0,1589425624010
21352,2.539,145.04,1589425625120
21353,2.54,1000.0,1589425646586
21354,2.5393,54.5,1589425676963
21355,2.5392,25.4,1589425676963
21356,2.5393,200.0,1589425686876
21357,2.5393,62.28,1589425687076
21358,2.5392,188.6,1589425687076
21359,2.5385,50.0,1589425691153
21360,2.5385,200.0,1589425691153
21361,2.5385,140.0,1589425691154
21362,2.5385,55.0,1589425691165
21363,2.5385,191.97,1589425691190
21364,2.5375,188.7,1589425691192
21365,2.5375,60.0,1589425691192
21366,2.5375,63.7,1589425691194
21367,2.5374,40.0,1589425691204
21368,2.5374,36.3,1589425691212
21369,2.5374,20.03,1589425691758
21370,2.5373,10.0,1589425692031
21371,2.5373,15.0,1589425692035
21372,2.5373,43.37,1589425692044
21373,2.5364,10.0,1589425692123
21374,2.5364,10.0,1589425692124
21375,2.5364,25.97,1589425692228
21376,2.5364,1.28,1589425692599
21377,2.5362,18.73,1589425692599
21378,2.5385,66.8,1589425750137
21379,2.5394,15.09,1589425756531
21380,2.5394,32.16,1589425756639
21381,2.54,95.81,1589425761278
21382,2.5408,50.57,1589425793459
21383,2.5408,181.65,1589425793770
21384,2.5394,200.0,1589425793835
21385,2.5408,162.12,1589425793875
21386,2.5394,20.02,1589425794369
21387,2.5394,20.16,1589425794936
21388,2.5394,7.03,1589425795526
21389,2.5393,13.08,1589425795526
21390,2.5394,20.28,1589425796143
21391,2.5394,20.03,1589425796748
21392,2.5394,20.11,1589425797356
21393,2.5394,20.12,1589425797969
21394,2.5394,20.1,1589425798584
21395,2.5394,20.04,1589425799181
21396,2.5394,20.0,1589425799790
21397,2.5394,20.01,1589425800394
21398,2.5394,20.03,1589425801006
21399,2.5394,11.88,1589425801617
21400,2.5392,4.34,1589425801617
21401,2.5387,3.81,1589425801617
21402,2.5404,20.02,1589425810653
21403,2.5385,55.09,1589425861288
21404,2.538,144.91,1589425861288
21405,2.5381,55.1,1589425862004
21406,2.5371,10.0,1589425862005
21407,2.5371,10.0,1589425862007
21408,2.5385,27.19,1589425863388
21409,2.5385,181.24,1589425863506
21410,2.5385,173.6,1589425863605
21411,2.5385,197.57,1589425863720
21412,2.5387,191.83,1589425886836
21413,2.5384,200.0,1589425895426
21414,2.5386,100.0,1589425900856
21415,2.5386,98.5,1589425900870
21416,2.5386,7.19,1589425934357
21417,2.5381,192.81,1589425934357
21418,2.5386,7.19,1589425934748
21419,2.538,12.89,1589425934748
21420,2.538,10.0,1589425935188
21421,2.538,10.0,1589425935188
21422,2.538,5.0,1589425950977
21423,2.538,17.22,1589425954513
21424,2.5377,24.47,1589425960013
21425,2.5376,55.12,1589425968966
21426,2.537,144.88,1589425968966
21427,2.5374,200.0,1589426020605
21428,2.5374,20.04,1589426021217
21429,2.5375,40.58,1589426022402
21430,2.5375,20.03,1589426022998
21431,2.5375,20.05,1589426023580
21432,2.5375,20.03,1589426024177
21433,2.5375,20.04,1589426024759
21434,2.5375,20.05,1589426025353
21435,2.5375,20.04,1589426025943
21436,2.5376,21.32,1589426026557
21437,2.5377,20.09,1589426027113
21438,2.5377,20.04,1589426027672
21439,2.5377,20.02,1589426028223
21440,2.5377,20.05,1589426028783
21441,2.5377,71.76,1589426028931
21442,2.5377,20.05,1589426029337
21443,2.5377,20.02,1589426029891
21444,2.5377,0.57,1589426030456
21445,2.5376,19.43,1589426030456
21446,2.5376,20.01,1589426031020
21447,2.5376,20.05,1589426031596
21448,2.5375,62.77,1589426033442
21449,2.5375,20.01,1589426034030
21450,2.5375,20.09,1589426034623
21451,2.5375,20.01,1589426035221
21452,2.5375,20.04,1589426035806
21453,2.5377,20.07,1589426036363
21454,2.5377,20.04,1589426036919
21455,2.5377,20.03,1589426037471
21456,2.5377,20.01,1589426038031
21457,2.5377,20.01,1589426038592
21458,2.5377,20.02,1589426039141
21459,2.5375,87.36,1589426042850
21460,2.5388,28.57,1589426051725
21461,2.5388,17.48,1589426134881
21462,2.5388,9.06,1589426135389
21463,2.5385,58.4,1589426159105
21464,2.538,260.0,1589426173531
21465,2.5378,10.0,1589426173544
21466,2.5378,10.0,1589426173571
21467,2.5378,35.11,1589426173588
21468,2.5364,164.89,1589426173588
21469,2.5364,234.3,1589426173590
21470,2.5364,10.0,1589426173606
21471,2.5364,10.0,1589426173607
21472,2.5375,200.0,1589426242369
21473,2.5373,120.0,1589426246487
21474,2.538,169.98,1589426290837
21475,2.538,176.43,1589426291671
21476,2.538,12.35,1589426292309
21477,2.538,24.52,1589426293673
21478,2.538,173.9,1589426294097
21479,2.538,200.62,1589426294526
21480,2.538,198.28,1589426294639
21481,2.538,166.03,1589426294853
21482,2.538,169.02,1589426294951
21483,2.538,79.25,1589426295484
21484,2.5388,73.83,1589426314945
21485,2.5375,200.0,1589426314971
21486,2.5389,131.33,1589426315044
21487,2.5377,20.1,1589426315459
21488,2.5377,20.03,1589426316014
21489,2.5377,20.11,1589426316576
21490,2.5379,20.05,1589426317104
21491,2.5379,20.01,1589426317631
21492,2.5381,20.18,1589426318136
21493,2.5381,20.06,1589426318638
21494,2.5381,20.06,1589426319142
21495,2.5381,20.09,1589426319647
21496,2.538,20.01,1589426320161
21497,2.538,20.01,1589426320670
21498,2.5377,20.07,1589426321224
21499,2.5376,20.01,1589426321805
21500,2.5376,42.98,1589426321963
21501,2.5388,55.11,1589426391554
21502,2.5375,200.0,1589426392087
21503,2.5375,20.17,1589426392672
21504,2.5375,20.07,1589426393267
21505,2.5375,174.97,1589426399008
21506,2.5376,23.93,1589426404978
21507,2.5392,189.28,1589426425715
21508,2.5392,35.53,1589426425825
21509,2.5392,111.69,1589426425923
21510,2.5393,141.62,1589426452504
21511,2.5396,131.48,1589426452504
21512,2.54,36.63,1589426452963
21513,2.54,183.04,1589426490267
21514,2.54,191.78,1589426490371
21515,2.54,63.59,1589426490471
21516,2.54,10.0,1589426505486
21517,2.5395,11.44,1589426532417
21518,2.5387,188.56,1589426532417
21519,2.54,31.34,1589426550142
21520,2.54,171.5,1589426562223
21521,2.54,166.4,1589426644618
21522,2.54,118.48,1589426644720
21523,2.54,3.94,1589426675558
21524,2.5397,62.94,1589426675558
21525,2.5411,50.39,1589426675576
21526,2.5388,62.96,1589426707175
21527,2.5391,179.78,1589426730927
21528,2.5391,173.55,1589426731040
21529,2.5379,70.86,1589426731087
21530,2.5378,3.95,1589426731087
21531,2.537,75.59,1589426731087
21532,2.5391,185.74,1589426731146
21533,2.5391,169.73,1589426731258
21534,2.539,40.73,1589426735653
21535,2.5372,73.94,1589426794389
21536,2.5372,11.1,1589426797653
21537,2.5386,6.32,1589426823129
21538,2.5386,56.62,1589426823156
21539,2.5382,100.0,1589426855149
21540,2.5372,187.53,1589426855645
21541,2.5372,188.26,1589426855749
21542,2.5388,165.5,1589426882299
21543,2.5393,133.82,1589426926348
21544,2.5394,70.0,1589426926348
21545,2.5411,131.1,1589426938147
21546,2.5404,70.79,1589427002561
21547,2.5422,192.3,1589427034096
21548,2.5422,190.32,1589427034207
21549,2.5422,8.77,1589427034312
21550,2.5411,4.72,1589427075970
21551,2.541,0.28,1589427075970
21552,2.541,39.09,1589427075982
21553,2.5403,5.0,1589427076049
21554,2.5402,70.79,1589427076795
21555,2.54,129.21,1589427076795
21556,2.54,100.0,1589427076796
21557,2.54,100.0,1589427076805
21558,2.5382,19.8,1589427076917
21559,2.5405,70.79,1589427080200
21560,2.5401,184.43,1589427092978
21561,2.5401,168.67,1589427093085
21562,2.5407,70.79,1589427109161
21563,2.5408,160.5,1589427196055
21564,2.5407,39.5,1589427196055
21565,2.5407,20.01,1589427196456
21566,2.5407,20.03,1589427196859
21567,2.5407,20.01,1589427197273
21568,2.5407,20.06,1589427197709
21569,2.5407,20.04,1589427198161
21570,2.5407,20.09,1589427198621
21571,2.5407,20.01,1589427199111
21572,2.5407,20.05,1589427199607
21573,2.5407,20.02,1589427200136
21574,2.5407,20.07,1589427200688
21575,2.5407,20.08,1589427201248
21576,2.5407,20.02,1589427201803
21577,2.5407,20.08,1589427202370
21578,2.5407,20.02,1589427202924
21579,2.5407,20.07,1589427203487
21580,2.5407,20.03,1589427204036
21581,2.5407,20.08,1589427204597
21582,2.5407,20.09,1589427205159
21583,2.5407,20.09,1589427205719
21584,2.5407,20.05,1589427206283
21585,2.5407,20.05,1589427206837
21586,2.5407,20.07,1589427207397
21587,2.5407,20.15,1589427207954
21588,2.5407,20.09,1589427208517
21589,2.5407,20.05,1589427209080
21590,2.5407,20.04,1589427209643
21591,2.5407,20.01,1589427210194
21592,2.5407,20.03,1589427210749
21593,2.5407,20.0,1589427211311
21594,2.5407,20.1,1589427211867
21595,2.5407,20.01,1589427212425
21596,2.5407,20.09,1589427212990
21597,2.5407,20.01,1589427213547
21598,2.5407,20.01,1589427214099
21599,2.5407,160.3,1589427214378
21600,2.5407,200.0,1589427214452
21601,2.5407,481.5,1589427214452
21602,2.5407,100.0,1589427214461
21603,2.5407,658.5,1589427214472
21604,2.5407,1.8,1589427214607
21605,2.5402,78.66,1589427215138
21606,2.5401,121.34,1589427215138
21607,2.5401,100.0,1589427215144
21608,2.5401,540.0,1589427215149
21609,2.5401,23.4,1589427215286
21610,2.5401,200.0,1589427215286
21611,2.5401,260.0,1589427216178
21612,2.5401,100.0,1589427216179
21613,2.5401,200.0,1589427216183
21614,2.5401,120.0,1589427217147
21615,2.5401,100.0,1589427217150
21616,2.5401,130.0,1589427217151
21617,2.5401,43.1,1589427217179
21618,2.5401,5.0,1589427218135
21619,2.5401,20.0,1589427218139
21620,2.5401,30.0,1589427219212
21621,2.5401,20.0,1589427219214
21622,2.5401,15.0,1589427224248
21623,2.5401,62.94,1589427224260
21624,2.5406,59.07,1589427224387
21625,2.5397,166.99,1589427235686
21626,2.5397,189.66,1589427235776
21627,2.5397,13.23,1589427235884
21628,2.5397,118.54,1589427236513
21629,2.5397,171.44,1589427238011
21630,2.5397,191.13,1589427238103
21631,2.5397,34.59,1589427238210
21632,2.5397,181.84,1589427238431
21633,2.5397,187.19,1589427238526
21634,2.5397,177.0,1589427238624
21635,2.5397,171.81,1589427238739
21636,2.5397,94.72,1589427238843
21637,2.5397,181.9,1589427239052
21638,2.5397,102.68,1589427239096
21639,2.5383,78.72,1589427239096
21640,2.5382,18.6,1589427239096
21641,2.5397,39.55,1589427239357
21642,2.5383,78.72,1589427290848
21643,2.5362,10.0,1589427290884
21644,2.5362,15.0,1589427290885
21645,2.5359,4.73,1589427317030
21646,2.5373,5.9,1589427367160
21647,2.5375,45.2,1589427367160
21648,2.5382,78.65,1589427367379
21649,2.537,80.94,1589427408576
21650,2.5369,78.76,1589427421791
21651,2.536,4.34,1589427440522
21652,2.5359,0.54,1589427440522
21653,2.5355,78.87,1589427440522
21654,2.5354,116.25,1589427440522
21655,2.5354,232.91,1589427440522
21656,2.5351,180.0,1589427440530
21657,2.5351,20.0,1589427440531
21658,2.5351,100.0,1589427440539
21659,2.5351,119.1,1589427440748
21660,2.5346,5.27,1589427443639
21661,2.5334,10.0,1589427465037
21662,2.5334,10.0,1589427465038
21663,2.5356,157.44,1589427504511
21664,2.5362,31.19,1589427504511
21665,2.5361,78.77,1589427544623
21666,2.5368,192.11,1589427544766
21667,2.5364,10.0,1589427600889
21668,2.5364,10.0,1589427600895
21669,2.5364,39.08,1589427600928
21670,2.5359,28.82,1589427600928
21671,2.5359,200.0,1589427600933
21672,2.5356,59.1,1589427600975
21673,2.5355,40.9,1589427600975
21674,2.5355,173.24,1589427611699
21675,2.5355,187.81,1589427612118
21676,2.5355,169.04,1589427612223
21677,2.5355,192.78,1589427612331
21678,2.5347,10.0,1589427612331
21679,2.5347,10.0,1589427612333
21680,2.5355,187.79,1589427612434
21681,2.5355,201.32,1589427612536
21682,2.5355,179.3,1589427612644
21683,2.5355,167.44,1589427612755
21684,2.5355,61.28,1589427613065
21685,2.5347,5.0,1589427613342
21686,2.5347,5.0,1589427613426
21687,2.5347,5.0,1589427614140
21688,2.5347,5.0,1589427614446
21689,2.5347,19.12,1589427622060
21690,2.5333,55.27,1589427623039
21691,2.5327,200.0,1589427623360
21692,2.5327,100.0,1589427623361
21693,2.5328,5.0,1589427662109
21694,2.5348,1048.48,1589427699532
21695,2.535,59.08,1589427699767
21696,2.5353,85.89,1589427699767
21697,2.5353,52.77,1589427699843
21698,2.5355,127.14,1589427699843
21699,2.5355,455.28,1589427700282
21700,2.5355,149.39,1589427700298
21701,2.5355,404.37,1589427700321
21702,2.5355,50.97,1589427700348
21703,2.5355,155.35,1589427700372
21704,2.5355,138.69,1589427700382
21705,2.5355,196.0,1589427700384
21706,2.5355,271.06,1589427700392
21707,2.5358,68.61,1589427700412
21708,2.5365,118.22,1589427711078
21709,2.5361,59.09,1589427712820
21710,2.536,167.36,1589427712935
21711,2.5359,149.85,1589427724650
21712,2.5378,68.59,1589427729128
21713,2.5378,68.45,1589427731735
21714,2.5357,59.1,1589427739873
21715,2.5372,59.09,1589427771537
21716,2.5369,186.3,1589427784064
21717,2.537,1186.0,1589427852664
21718,2.5366,59.08,1589427885511
21719,2.5366,162.01,1589427885544
21720,2.5366,176.98,1589427885983
21721,2.5366,200.19,1589427886089
21722,2.5366,173.67,1589427886190
21723,2.5366,175.4,1589427886295
21724,2.5366,183.38,1589427886601
21725,2.5366,184.2,1589427886918
21726,2.5366,170.04,1589427887233
21727,2.5366,54.64,1589427887341
21728,2.5355,6.0,1589427898184
21729,2.5377,59.1,1589427916384
21730,2.5366,66.94,1589427916717
21731,2.5365,503.3,1589427916717
21732,2.5363,24.81,1589427916717
21733,2.5374,1019.11,1589427944360
21734,2.5366,66.95,1589427946518
21735,2.5373,65.08,1589427973194
21736,2.5388,76.67,1589427974793
21737,2.5387,190.28,1589428034715
21738,2.5387,167.47,1589428034817
21739,2.5388,57.21,1589428041799
21740,2.5401,191.78,1589428049067
21741,2.54,6.1,1589428124061
21742,2.5402,171.23,1589428124187
21743,2.5401,4.74,1589428135401
21744,2.5402,185.59,1589428157068
21745,2.5402,34.68,1589428157171
21746,2.5399,66.87,1589428172815
21747,2.5395,1.57,1589428172815
21748,2.5396,66.87,1589428172891
21749,2.5395,1.57,1589428172891
21750,2.5396,66.87,1589428184372
21751,2.5379,82.2,1589428186350
21752,2.5385,200.0,1589428200689
21753,2.5385,72.2,1589428200692
21754,2.5397,4.72,1589428210420
21755,2.5385,29.2,1589428222238
21756,2.5385,200.0,1589428250384
21757,2.5385,100.0,1589428250385
21758,2.5385,200.0,1589428250398
21759,2.5385,73.8,1589428252291
21760,2.5385,100.0,1589428252302
21761,2.5385,165.59,1589428252389
21762,2.5385,74.81,1589428252395
21763,2.5376,60.0,1589428252464
21764,2.5376,60.0,1589428252528
21765,2.5364,80.0,1589428252566
21766,2.5355,3.95,1589428255987
21767,2.5351,196.05,1589428255987
21768,2.5351,100.0,1589428255988
21769,2.5351,617.7,1589428257408
21770,2.5351,100.0,1589428258116
21771,2.5351,9.01,1589428258117
21772,2.535,190.99,1589428258117
21773,2.535,55.0,1589428259021
21774,2.5367,173.53,1589428259361
21775,2.5373,66.87,1589428263271
21776,2.5388,13.15,1589428270227
21777,2.5388,120.6,1589428297745
21778,2.539,675.17,1589428297762
21779,2.539,200.0,1589428297784
21780,2.539,351.84,1589428297941
21781,2.539,20.03,1589428298298
21782,2.539,20.16,1589428298813
21783,2.539,20.16,1589428299337
21784,2.539,20.05,1589428299846
21785,2.539,20.1,1589428300368
21786,2.539,20.16,1589428300888
21787,2.539,20.05,1589428301414
21788,2.539,20.08,1589428301919
21789,2.539,176.32,1589428302060
21790,2.539,164.29,1589428302095
21791,2.5394,86.55,1589428330173
21792,2.5381,86.58,1589428330951
21793,2.538,56.62,1589428330951
21794,2.538,56.8,1589428330952
21795,2.538,86.8,1589428330966
21796,2.5381,20.0,1589428331298
21797,2.5381,20.0,1589428331313
21798,2.5381,10.0,1589428332187
21799,2.5381,10.0,1589428332201
21800,2.5381,5.0,1589428332262
21801,2.5381,5.0,1589428334662
21802,2.5381,16.6,1589428335106
21803,2.5372,86.55,1589428358016
21804,2.5385,151.71,1589428395537
21805,2.5385,5.12,1589428403413
21806,2.5385,16.35,1589428410895
21807,2.5418,351.36,1589428500764
21808,2.5396,86.54,1589428500772
21809,2.5395,113.46,1589428500772
21810,2.5397,123.45,1589428546944
21811,2.5398,40.0,1589428598479
21812,2.5398,22.9,1589428598483
21813,2.5398,30.0,1589428598583
21814,2.5398,180.91,1589428735209
21815,2.5398,167.74,1589428735307
21816,2.5398,17.89,1589428735419
21817,2.5398,18.28,1589428736144
21818,2.5398,13.63,1589428736258
21819,2.5398,34.28,1589428736355
21820,2.5398,18.28,1589428736463
21821,2.5398,23.43,1589428736664
21822,2.5398,166.24,1589428736787
21823,2.5398,16.4,1589428736883
21824,2.5398,7.87,1589428737090
21825,2.5398,199.22,1589428737193
21826,2.5398,199.47,1589428737374
21827,2.5398,17.15,1589428737502
21828,2.5398,184.23,1589428737611
21829,2.5398,29.99,1589428757989
21830,2.5398,186.62,1589428758025
21831,2.5398,192.71,1589428758128
21832,2.5398,201.23,1589428758244
21833,2.5398,181.62,1589428758343
21834,2.5398,18.41,1589428758430
21835,2.5398,185.6,1589428758539
21836,2.5398,18.41,1589428758652
21837,2.5398,183.4,1589428758755
21838,2.5398,169.39,1589428758857
21839,2.5398,150.02,1589428758957
21840,2.5398,13.02,1589428759078
21841,2.5398,193.53,1589428759181
21842,2.5398,171.98,1589428759283
21843,2.5398,31.22,1589428759380
21844,2.5398,196.25,1589428759910
21845,2.5398,181.66,1589428760023
21846,2.5398,187.6,1589428760124
21847,2.5398,9.87,1589428760236
21848,2.5398,29.99,1589428760992
21849,2.5396,200.0,1589428763563
21850,2.5396,20.18,1589428763855
21851,2.5396,20.03,1589428764161
21852,2.5396,54.18,1589428764392
21853,2.5396,20.05,1589428764474
21854,2.5396,20.05,1589428764798
21855,2.5396,13.66,1589428765117
21856,2.5385,6.35,1589428765117
21857,2.5397,1328.26,1589428776146
21858,2.5397,200.0,1589428776175
21859,2.5397,20.06,1589428776619
21860,2.5397,20.01,1589428777079
21861,2.5397,20.1,1589428777561
21862,2.5397,20.07,1589428778056
21863,2.5397,20.04,1589428778578
21864,2.5397,20.06,1589428779113
21865,2.5397,20.08,1589428779677
21866,2.5397,20.11,1589428780244
21867,2.5397,20.01,1589428780802
21868,2.5397,20.09,1589428781366
21869,2.5397,20.04,1589428781924
21870,2.5397,20.05,1589428782481
21871,2.5397,20.02,1589428783044
21872,2.5397,20.01,1589428783606
21873,2.5397,20.02,1589428784160
21874,2.5397,20.05,1589428784730
21875,2.5397,20.09,1589428785285
21876,2.5397,20.02,1589428785850
21877,2.5397,20.08,1589428786411
21878,2.5397,20.05,1589428786974
21879,2.5397,20.03,1589428787531
21880,2.5397,20.04,1589428788087
21881,2.5397,20.04,1589428788648
21882,2.5397,20.08,1589428789214
21883,2.5397,20.01,1589428789771
21884,2.5398,182.59,1589428789889
21885,2.5398,175.37,1589428789994
21886,2.5398,186.37,1589428790106
21887,2.5397,20.04,1589428790329
21888,2.5397,20.06,1589428790896
21889,2.5398,61.06,1589428791157
21890,2.5397,20.14,1589428791461
21891,2.5398,186.51,1589428791683
21892,2.5398,8.89,1589428791901
