,_p,_v,_t
403,0.01601,1852.4,1589069068538
404,0.01602,510.5,1589069068538
405,0.016,5004.7,1589069068851
406,0.016,75114.0,1589069069523
407,0.016,5018.8,1589069069568
408,0.016,66744.2,1589069070262
409,0.016,5002.4,1589069070281
410,0.016,5015.8,1589069070997
411,0.016,5009.1,1589069071720
412,0.016,5010.1,1589069072431
413,0.016,5015.4,1589069073152
414,0.016,117824.0,1589069073738
415,0.016,5013.7,1589069073866
416,0.016,127400.9,1589069074015
417,0.016,60000.0,1589069074053
418,0.016,60000.0,1589069074056
419,0.016,60000.0,1589069074067
420,0.016,60000.0,1589069074075
421,0.016,18847.0,1589069074081
422,0.016,181796.5,1589069074131
423,0.016,5016.4,1589069074585
424,0.016,5007.1,1589069075301
425,0.016,3275.0,1589069075606
426,0.01601,17743.0,1589069075636
427,0.016,5041.8,1589069076017
428,0.016,357262.1,1589069076255
429,0.016,70405.0,1589069076655
430,0.016,5075.4,1589069076742
431,0.016,1836326.6,1589069076813
432,0.016,31716.4,1589069076877
433,0.016,19966.0,1589069077110
434,0.016,5023.8,1589069077466
435,0.016,18121.0,1589069077513
436,0.016,33136.0,1589069077515
437,0.016,1222.1,1589069077603
438,0.016,200000.0,1589069077975
439,0.016,5184.3,1589069078034
440,0.016,124960.9,1589069078199
441,0.016,185291.0,1589069078539
442,0.016,6949.5,1589069078635
443,0.016,185000.0,1589069078664
444,0.016,98020.9,1589069078793
445,0.016,98033.1,1589069078800
446,0.016,74310.0,1589069078844
447,0.016,1248.9,1589069078897
448,0.016,1248.9,1589069078929
449,0.016,2000.0,1589069078968
450,0.016,17483.6,1589069079018
451,0.016,10000.0,1589069079030
452,0.016,5116.3,1589069079041
453,0.016,21532.8,1589069079338
454,0.016,66559.2,1589069079363
455,0.01599,34912.1,1589069079363
456,0.01598,329155.7,1589069079363
457,0.01598,65825.1,1589069079363
458,0.01598,6192.0,1589069079363
459,0.01598,30790.7,1589069079363
460,0.01598,919.5,1589069079363
461,0.01598,14991.8,1589069079363
462,0.01598,6243.4,1589069079389
463,0.01598,1248.7,1589069079415
464,0.01599,3746.0,1589069079425
465,0.01599,10768.3,1589069079491
466,0.01599,10806.9,1589069079493
467,0.016,41521.8,1589069079520
468,0.01599,81731.1,1589069079527
469,0.016,825.9,1589069079577
470,0.01599,5016.9,1589069079604
471,0.01599,5008.3,1589069080105
472,0.016,98455.5,1589069080429
473,0.016,60000.0,1589069080482
474,0.016,60000.0,1589069080487
475,0.016,60000.0,1589069080488
476,0.016,18577.8,1589069080489
477,0.01599,4991.0,1589069080576
478,0.01599,1257.3,1589069080595
479,0.01598,4649.8,1589069080595
480,0.01598,500000.0,1589069080613
481,0.01599,5591.3,1589069080813
482,0.01599,5010.7,1589069080904
483,0.01599,1000.0,1589069080980
484,0.01599,6575.0,1589069081047
485,0.01599,2236.5,1589069081050
486,0.01599,177.8,1589069081219
487,0.01598,4840.6,1589069081219
488,0.01599,15000.0,1589069081375
489,0.01598,5013.9,1589069081533
490,0.01598,42093.0,1589069081880
491,0.01598,5031.0,1589069081950
492,0.01598,5000.8,1589069082372
493,0.01598,21288.0,1589069082771
494,0.01598,5011.1,1589069082870
495,0.01598,74718.3,1589069083226
496,0.01598,5001.5,1589069083291
497,0.01598,60000.0,1589069083319
498,0.01598,44383.0,1589069083482
499,0.01599,19624.7,1589069083641
500,0.01599,5036.2,1589069083712
501,0.01599,35904.1,1589069083717
502,0.01598,1245.0,1589069084035
503,0.01598,155.0,1589069084208
504,0.01597,4847.1,1589069084208
505,0.01597,3041.5,1589069084208
506,0.01597,8162.2,1589069084208
507,0.01597,147523.2,1589069084228
508,0.01597,102673.0,1589069084253
509,0.01597,18022.0,1589069084601
510,0.01596,48062.8,1589069084601
511,0.01596,6307.7,1589069084601
512,0.01596,20000.0,1589069084601
513,0.01598,1978.0,1589069084815
514,0.01597,5015.8,1589069084839
515,0.01597,4887.0,1589069084917
516,0.01598,15433.5,1589069085120
517,0.01596,124921.9,1589069085212
518,0.01596,2537.0,1589069085214
519,0.01596,6209.0,1589069085214
520,0.01596,1867.9,1589069085286
521,0.01596,4341.2,1589069085334
522,0.01598,6775.0,1589069085407
523,0.01598,23835.1,1589069085434
524,0.01596,1481.0,1589069085530
525,0.01595,5668.9,1589069085543
526,0.01595,2567.8,1589069085543
527,0.01595,848.9,1589069085543
528,0.01595,148623.5,1589069085543
529,0.01594,185065.9,1589069085543
530,0.01594,126081.7,1589069085543
531,0.01596,1129.0,1589069085728
532,0.01596,762.0,1589069085845
533,0.01596,951.0,1589069085853
534,0.01596,10813.1,1589069085973
535,0.01595,5024.4,1589069086171
536,0.01596,18750.0,1589069086274
537,0.01596,837.8,1589069086412
538,0.01596,25826.0,1589069086486
539,0.01595,2123.0,1589069086526
540,0.01596,3022.0,1589069086584
541,0.01596,3022.0,1589069086643
542,0.01596,3022.0,1589069086727
543,0.01596,1634.4,1589069086733
