,_t,_o,_h,_l,_c,_v
99,1589258951344.0,70.12,70.16,70.08,70.12,93.75319
100,1589259028273.0,70.12,70.21,70.12,70.16,105.81759
101,1589259072980.0,70.16,70.4,70.07,70.4,193.82065999999998
102,1589260029368.0,70.4,70.4,70.4,70.4,161.29462
103,1589260029476.0,70.4,70.4,70.4,70.4,98.81214
104,1589260029599.0,70.4,70.44,70.4,70.44,88.93139
105,1589260031554.0,70.44,70.52,70.41,70.52,119.59339999999999
106,1589260041173.0,70.52,70.6,70.52,70.6,110.79493
107,1589260043257.0,70.6,70.62,70.45,70.58,85.63628
108,1589260146042.0,70.58,70.72,70.58,70.7,92.0013
109,1589260571554.0,70.7,70.88,70.69,70.88,84.89539
110,1589260720347.0,70.88,70.93,70.88,70.93,85.10602
111,1589260728419.0,70.93,70.95,70.78,70.78,86.63165000000001
112,1589260942981.0,70.78,70.78,70.58,70.58,99.09461000000002
113,1589260966456.0,70.58,70.69,70.5,70.69,87.17401
114,1589261001363.0,70.69,70.75,70.69,70.69,86.36075000000001
115,1589261005417.0,70.69,70.82,70.69,70.82,96.42367999999999
116,1589261025253.0,70.82,71.0,70.78,70.98,91.05524000000003
117,1589261043361.0,70.98,71.01,70.93,70.95,90.79367999999997
118,1589261063278.0,70.95,71.1,70.95,71.04,84.60092000000002
119,1589261076138.0,71.04,71.12,71.02,71.02,85.11492999999999
120,1589261258905.0,71.02,71.08,70.91,71.01,85.23559999999998
121,1589261285451.0,71.01,71.09,71.01,71.07,85.52257
122,1589261394332.0,71.07,71.16,70.99,71.16,87.84549000000001
123,1589261444885.0,71.16,71.31,71.15,71.27,90.45961000000001
124,1589261474688.0,71.27,71.4,71.27,71.33,105.08974999999998
125,1589261506191.0,71.33,71.34,71.12,71.17,87.95480999999998
126,1589261663452.0,71.17,71.21,71.17,71.21,87.36168
127,1589261663452.0,71.21,71.29,71.17,71.29,132.53943999999998
128,1589261764702.0,71.29,71.34,71.26,71.27,90.86026
129,1589261819387.0,71.27,71.27,71.16,71.16,86.52962
130,1589261834065.0,71.16,71.16,71.14,71.14,133.22646
131,1589261836164.0,71.14,71.35,71.14,71.35,94.94933
132,1589261950450.0,71.35,71.37,71.35,71.37,86.1326
133,1589261987207.0,71.37,71.51,71.37,71.51,90.27019000000001
134,1589262066912.0,71.51,71.55,71.51,71.55,88.12679
135,1589262066932.0,71.55,71.58,71.51,71.56,84.07889
136,1589262067272.0,71.56,71.64,71.56,71.58,88.32742
137,1589262072623.0,71.58,71.7,71.58,71.61,84.11769
138,1589262090440.0,71.61,71.7,71.56,71.6,83.76979999999999
139,1589262140844.0,71.6,71.65,71.53,71.53,84.89561
140,1589262151146.0,71.53,71.6,71.45,71.6,85.70084
141,1589262215918.0,71.6,71.62,71.43,71.43,91.52680000000002
142,1589262472606.0,71.43,71.43,71.36,71.36,93.71262999999999
143,1589262472853.0,71.36,71.42,71.36,71.42,87.11727
144,1589262474194.0,71.42,71.42,71.23,71.33,85.42972
145,1589262533041.0,71.33,71.48,71.29,71.29,95.01725000000002
146,1589262747336.0,71.29,71.34,71.18,71.21,86.63021999999998
147,1589262979441.0,71.21,71.34,71.11,71.31,86.53176999999998
148,1589263348733.0,71.31,71.51,71.31,71.48,87.54757999999998
149,1589263392289.0,71.48,71.57,71.48,71.52,84.08634999999998
150,1589263455303.0,71.52,71.68,71.48,71.64,95.42649
151,1589263665672.0,71.64,71.69,71.64,71.69,95.73785000000001
152,1589263665672.0,71.69,71.7,71.51,71.51,91.42132000000001
153,1589263818896.0,71.51,71.61,71.48,71.51,90.07729
154,1589264008481.0,71.51,71.7,71.5,71.7,105.49096999999999
155,1589264067382.0,71.7,71.7,71.7,71.7,89.34125999999999
156,1589264067684.0,71.7,71.7,71.7,71.7,83.90424
