,_t,_o,_h,_l,_c,_v
104,1589082156530.0,15.0274,15.1428,15.0091,15.0968,13096.360000000044
105,1589082741320.0,15.0968,15.1153,14.9285,14.937,13099.030000000012
106,1589083225234.0,14.937,15.0046,14.9,14.9678,13470.940000000019
107,1589083533330.0,14.9678,15.0497,14.91,14.9414,13154.409999999993
108,1589084042537.0,14.9414,15.0449,14.9131,14.9888,13220.290000000026
109,1589084699240.0,14.9888,15.0168,14.9,14.9,13876.980000000003
110,1589084945552.0,14.9,14.9569,14.8322,14.8455,13248.380000000005
111,1589085175830.0,14.8455,14.9502,14.8246,14.8867,13225.739999999993
112,1589085527723.0,14.8867,14.9367,14.8303,14.9214,13243.270000000019
113,1589086075371.0,14.9214,15.0213,14.9214,14.9795,14766.450000000028
114,1589086814009.0,14.9795,15.0497,14.9701,14.98,13167.959999999975
115,1589087397774.0,14.98,15.0597,14.965,15.01,13133.640000000003
116,1589088282775.0,15.01,15.148,15.0048,15.1343,13099.050000000008
117,1589088762330.0,15.1343,15.166,15.0812,15.1376,13024.130000000021
118,1589089436385.0,15.1376,15.17,15.1325,15.1612,13020.820000000009
119,1589090022561.0,15.1612,15.2103,15.156,15.1609,13000.030000000012
120,1589090595561.0,15.1609,15.1687,15.071,15.0908,13094.919999999976
121,1589090977623.0,15.0908,15.1413,15.0782,15.111,13049.649999999996
122,1589091563342.0,15.111,15.162,15.0325,15.0325,13075.909999999974
123,1589092258513.0,15.0325,15.1161,15.0101,15.0554,13116.839999999997
124,1589092735894.0,15.0554,15.0671,15.013,15.013,14839.560000000005
125,1589092826393.0,15.013,15.0671,14.99,15.035,13168.160000000005
126,1589093484478.0,15.035,15.0372,14.9826,14.9927,13424.37000000001
127,1589094166999.0,14.9927,15.1453,14.9911,15.1453,13147.72000000002
128,1589094984754.0,15.1453,15.2282,15.1376,15.2282,12985.180000000028
129,1589095178618.0,15.2282,15.2988,15.1772,15.2666,13474.890000000023
130,1589095376573.0,15.2666,15.4079,15.2666,15.4,12853.489999999987
131,1589095820013.0,15.4,15.403,15.2965,15.3336,12897.49999999999
132,1589096070585.0,15.3336,15.38,15.27,15.3184,12882.860000000002
133,1589096474955.0,15.3184,15.4441,15.3184,15.4441,14330.89000000002
134,1589096873883.0,15.4441,15.4916,15.3774,15.4543,12764.190000000006
135,1589097265587.0,15.4543,15.4787,15.4392,15.4608,12786.500000000004
136,1589097570481.0,15.4608,15.476,15.3501,15.476,12899.450000000013
137,1589097935083.0,15.476,15.5,15.4427,15.4616,12720.449999999999
138,1589098151529.0,15.4616,15.4954,15.45,15.4612,12806.52000000001
139,1589098697714.0,15.4612,15.4779,15.4035,15.4416,12754.240000000005
140,1589099175730.0,15.4416,15.45,15.3855,15.4123,12779.240000000002
141,1589100123928.0,15.4123,15.47,15.4,15.4088,12768.350000000024
142,1589101226788.0,15.4088,15.4167,15.3267,15.3601,12821.830000000002
143,1589102235751.0,15.3601,15.4264,15.3337,15.4223,12878.560000000003
144,1589103344948.0,15.4223,15.4667,15.4145,15.431,12820.309999999985
145,1589104336493.0,15.431,15.46,15.2872,15.31,13959.059999999998
146,1589104849823.0,15.31,15.3812,15.3077,15.3812,13793.370000000004
147,1589105378515.0,15.3812,15.4096,15.3678,15.4066,13748.569999999998
148,1589105587149.0,15.4066,15.4213,15.3604,15.4213,12858.74
149,1589105784012.0,15.4213,15.4424,15.3797,15.433,14345.859999999997
150,1589105972197.0,15.433,15.4513,15.3657,15.4065,12995.679999999995
151,1589106494347.0,15.4065,15.4984,15.4065,15.4305,13194.84
152,1589107077272.0,15.4305,15.5069,15.4279,15.5001,12741.840000000002
153,1589108081573.0,15.5001,15.5199,15.42,15.42,13315.410000000014
154,1589109085481.0,15.42,15.455,15.3078,15.3282,12850.629999999988
155,1589110034815.0,15.3282,15.41,15.3025,15.3097,12842.289999999988
156,1589110968630.0,15.3097,15.4,15.3,15.3731,12832.039999999999
157,1589112369811.0,15.3731,15.3886,15.3004,15.3742,13014.620000000006
158,1589113704096.0,15.3742,15.3789,15.31,15.3404,13334.93000000001
159,1589115259816.0,15.3404,15.379,15.3,15.3277,12871.760000000007
160,1589116502164.0,15.3277,15.4244,15.3107,15.41,13415.340000000007
161,1589117463528.0,15.41,15.4498,15.3854,15.4371,12812.140000000014
162,1589119675264.0,15.4371,15.4421,15.3803,15.4167,12823.47
163,1589121226727.0,15.4167,15.42,15.28,15.2976,12840.330000000029
164,1589122525590.0,15.2976,15.2979,15.193,15.2957,13158.469999999994
165,1589122694617.0,15.2957,15.3307,15.1954,15.2251,12899.419999999998
166,1589123445539.0,15.2251,15.3519,15.2072,15.3292,12893.310000000054
167,1589124053076.0,15.3292,15.3899,15.3049,15.3302,12900.770000000019
168,1589124709370.0,15.3302,15.3538,15.193,15.193,13007.350000000006
169,1589125631813.0,15.193,15.2544,15.1539,15.2127,12983.580000000005
170,1589125830741.0,15.2127,15.287,15.1677,15.2436,12955.500000000016
171,1589126640175.0,15.2436,15.2885,15.1403,15.2321,12957.800000000005
172,1589127374130.0,15.2321,15.2499,15.0759,15.1697,13392.339999999978
173,1589127879965.0,15.1697,15.1878,15.0733,15.0735,13019.650000000023
174,1589128470472.0,15.0735,15.0832,14.9537,14.9629,13133.120000000023
175,1589128551071.0,14.9629,14.9984,14.9,14.9,13264.84
176,1589128753901.0,14.9,14.9176,14.7839,14.8762,13297.170000000004
177,1589128817614.0,14.8762,14.9263,14.6212,14.65,13673.139999999978
178,1589128849174.0,14.65,14.8714,14.65,14.8445,13349.730000000009
179,1589128912193.0,14.8445,14.9181,14.7589,14.88,13579.760000000028
180,1589129035176.0,14.88,14.9188,14.8236,14.8797,13259.720000000012
181,1589129168927.0,14.8797,14.9508,14.8143,14.8143,13231.750000000015
182,1589129427274.0,14.8143,14.88,14.75,14.75,13320.090000000011
183,1589129774609.0,14.75,14.75,14.6201,14.6201,14113.139999999985
184,1589129947023.0,14.6201,14.6562,14.5517,14.6248,13504.460000000001
185,1589130006695.0,14.6248,14.746,14.6184,14.7387,14464.910000000009
186,1589130176227.0,14.7387,14.8539,14.6916,14.8532,13386.730000000003
187,1589130378281.0,14.8532,14.9321,14.82,14.8209,13250.500000000033
188,1589130718863.0,14.8209,14.9569,14.8209,14.9184,13221.670000000004
189,1589131095317.0,14.9184,14.9935,14.8734,14.9801,13195.070000000005
190,1589131815593.0,14.9801,14.9998,14.8734,14.8881,13194.779999999999
191,1589132561891.0,14.8881,14.9997,14.835,14.9501,13214.900000000001
192,1589133765705.0,14.9501,15.05,14.9101,14.9551,13158.870000000012
193,1589134921339.0,14.9551,14.9775,14.82,14.8456,13619.519999999993
194,1589135775103.0,14.8456,14.8565,14.797,14.8055,13307.820000000002
195,1589135820722.0,14.8055,14.8251,14.7549,14.8013,13323.629999999997
196,1589135922608.0,14.8013,14.8304,14.7805,14.7973,13351.28000000001
197,1589136127232.0,14.7973,14.85,14.7679,14.7815,14045.39000000001
198,1589136383620.0,14.7815,14.8565,14.7605,14.8357,13358.640000000081
199,1589136802271.0,14.8357,14.8968,14.803,14.8931,13271.600000000026
200,1589137484893.0,14.8931,14.9521,14.8645,14.9521,13218.73000000003
201,1589139078127.0,14.9521,14.9915,14.8652,14.985,13221.40000000002
202,1589140399076.0,14.985,15.1221,14.9547,15.1221,13202.98000000003
203,1589140882944.0,15.1221,15.3,15.1,15.1951,12962.660000000018
204,1589140983288.0,15.1951,15.3,15.1,15.2133,12920.970000000025
205,1589141109836.0,15.2133,15.3,15.1,15.1685,12937.96000000002
206,1589141424097.0,15.1685,15.2828,15.1676,15.2612,12940.350000000002
207,1589142107110.0,15.2612,15.3096,15.2391,15.258,12879.82
208,1589142317234.0,15.258,15.3183,15.1342,15.1998,12936.260000000024
209,1589143464138.0,15.1998,15.2926,15.166,15.1668,12943.080000000016
210,1589145150639.0,15.1668,15.2313,15.0996,15.2077,13071.35000000004
211,1589146790582.0,15.2077,15.3877,15.2077,15.2563,12999.390000000036
212,1589147489980.0,15.2563,15.3592,15.2378,15.318,13110.870000000004
213,1589148331763.0,15.318,15.3299,15.2214,15.3086,12894.690000000002
214,1589150554532.0,15.3086,15.35,15.2552,15.2808,12914.030000000002
215,1589151608877.0,15.2808,15.3385,15.1602,15.1686,12958.720000000012
216,1589152286809.0,15.1686,15.2808,15.15,15.15,13056.72000000002
217,1589153162688.0,15.15,15.1863,15.03,15.095,13083.22999999999
218,1589153585138.0,15.095,15.25,15.0711,15.25,13231.320000000014
219,1589154420395.0,15.25,15.3333,15.2192,15.3333,12993.790000000005
220,1589155022417.0,15.3333,15.3911,15.3191,15.3507,13016.290000000014
221,1589155210984.0,15.3507,15.3832,15.3203,15.3204,13089.900000000003
222,1589155306954.0,15.3204,15.3204,15.2745,15.3034,12921.759999999993
223,1589155606179.0,15.3034,15.372,15.2771,15.3643,12842.270000000004
224,1589155932136.0,15.3643,15.4,15.34,15.4,12892.28
225,1589156229369.0,15.4,15.4322,15.3465,15.4322,12803.690000000006
226,1589156509599.0,15.4322,15.4421,15.4106,15.4174,12786.76000000001
227,1589156816211.0,15.4174,15.5,15.4123,15.5,12956.650000000001
228,1589157087881.0,15.5,15.5468,15.4791,15.4904,12753.350000000015
229,1589157199091.0,15.4904,15.5236,15.4314,15.4454,13607.019999999999
230,1589157411125.0,15.4454,15.4994,15.3874,15.3973,12763.219999999983
231,1589157817237.0,15.3973,15.4126,15.3542,15.3963,12871.780000000002
232,1589158248043.0,15.3963,15.4228,15.3906,15.4111,13628.400000000001
233,1589158490257.0,15.4111,15.4716,15.3902,15.4421,12812.220000000016
234,1589158755876.0,15.4421,15.4706,15.4152,15.4263,14739.949999999995
235,1589159155721.0,15.4263,15.4323,15.36,15.3862,12803.369999999963
236,1589159928489.0,15.3862,15.4082,15.3096,15.3474,14114.569999999998
237,1589160374241.0,15.3474,15.3881,15.326,15.3835,16143.850000000002
238,1589160875788.0,15.3835,15.3998,15.3572,15.3745,17479.329999999998
239,1589161325330.0,15.3745,15.392,15.3537,15.3711,15819.939999999991
240,1589161864644.0,15.3711,15.3771,15.3301,15.3318,13234.920000000004
241,1589162172910.0,15.3318,15.3373,15.2989,15.3166,16170.01
242,1589162469625.0,15.3166,15.3296,15.2964,15.3118,12914.349999999999
243,1589162886435.0,15.3118,15.316,15.275,15.304,15200.300000000005
244,1589163378686.0,15.304,15.3576,15.304,15.3475,18671.629999999994
245,1589163881620.0,15.3475,15.3595,15.3305,15.3305,12945.649999999994
246,1589164097945.0,15.3305,15.3507,15.3079,15.3362,14810.779999999999
247,1589164640083.0,15.3362,15.3439,15.3082,15.3082,12857.73
248,1589165125114.0,15.3082,15.3467,15.2886,15.3366,14282.75
249,1589165418019.0,15.3366,15.3447,15.3247,15.3327,15098.400000000005
250,1589165711483.0,15.3327,15.3358,15.3214,15.3272,15815.33999999999
251,1589165962541.0,15.3272,15.3412,15.32,15.3412,12965.69
252,1589166203024.0,15.3412,15.395,15.3359,15.3847,12964.229999999994
253,1589166625472.0,15.3847,15.3857,15.36,15.3625,13019.119999999997
254,1589166852949.0,15.3625,15.3889,15.3109,15.319,12912.299999999997
255,1589167211255.0,15.319,15.3308,15.25,15.29,13356.990000000003
256,1589167860331.0,15.29,15.2927,15.2182,15.2567,12978.120000000006
257,1589168730613.0,15.2567,15.29,15.234,15.2848,12913.499999999998
258,1589169179702.0,15.2848,15.3008,15.255,15.2691,13240.369999999997
259,1589169556992.0,15.2691,15.3005,15.2341,15.2989,13069.579999999993
260,1589169995133.0,15.2989,15.3176,15.2558,15.2558,12950.540000000006
261,1589170729698.0,15.2558,15.2593,15.1853,15.2275,12937.920000000006
262,1589171063938.0,15.2275,15.3375,15.2156,15.2729,13030.909999999994
263,1589171544120.0,15.2729,15.2901,15.2236,15.2259,12913.620000000014
264,1589172405602.0,15.2259,15.2394,15.1774,15.1816,13056.819999999996
265,1589172883726.0,15.1816,15.2043,15.1797,15.1956,14049.989999999998
266,1589172927861.0,15.1956,15.1956,15.1264,15.1509,12999.02000000001
267,1589173144972.0,15.1509,15.2239,15.1353,15.2104,13023.990000000005
268,1589173658233.0,15.2104,15.2239,15.1879,15.2144,13128.940000000008
269,1589173914044.0,15.2144,15.2496,15.2075,15.2075,12991.339999999998
270,1589174274191.0,15.2075,15.2618,15.1711,15.2509,17888.640000000007
271,1589174813987.0,15.2509,15.26,15.1914,15.2399,12992.520000000002
272,1589175796342.0,15.2399,15.2851,15.23,15.2417,16297.890000000009
273,1589176483549.0,15.2417,15.2637,15.2378,15.2482,18050.65
274,1589176601029.0,15.2482,15.2482,15.1968,15.202,12985.920000000011
275,1589176981016.0,15.202,15.2684,15.1968,15.2491,13023.849999999993
276,1589178196441.0,15.2491,15.2751,15.2364,15.2479,12925.729999999994
277,1589179104647.0,15.2479,15.2489,15.2131,15.2319,13473.480000000007
278,1589179603194.0,15.2319,15.2319,15.2234,15.2252,13007.880000000001
279,1589179712954.0,15.2252,15.2279,15.1786,15.196,12962.689999999999
280,1589180240781.0,15.196,15.2279,15.1671,15.221,13128.650000000005
