,_t,_o,_h,_l,_c,_v
87,1589074020000,2.50310000,2.50480000,2.49910000,2.50130000,11781.66000000
88,1589074080000,2.50140000,2.50260000,2.49260000,2.49260000,20037.93000000
89,1589074140000,2.49260000,2.49960000,2.49000000,2.49720000,14396.16000000
90,1589074200000,2.49720000,2.49740000,2.48290000,2.48450000,42201.33000000
91,1589074260000,2.48460000,2.48460000,2.47740000,2.48210000,85699.40000000
92,1589074320000,2.48260000,2.48450000,2.47150000,2.47950000,34821.51000000
93,1589074380000,2.47950000,2.47950000,2.47010000,2.47260000,55787.64000000
94,1589074440000,2.47370000,2.48110000,2.47240000,2.47950000,16679.78000000
95,1589074500000,2.47990000,2.48110000,2.47280000,2.47700000,19293.15000000
96,1589074560000,2.47620000,2.48040000,2.47570000,2.47900000,14253.66000000
97,1589074620000,2.47990000,2.48040000,2.47230000,2.47500000,53357.88000000
98,1589074680000,2.47750000,2.48140000,2.47550000,2.48140000,22528.98000000
99,1589074740000,2.48130000,2.48660000,2.48130000,2.48600000,18328.35000000
100,1589074800000,2.48650000,2.48740000,2.48040000,2.48130000,9300.72000000
101,1589074860000,2.48010000,2.48120000,2.47430000,2.47730000,15275.50000000
102,1589074920000,2.47710000,2.47770000,2.47430000,2.47600000,8902.65000000
103,1589074980000,2.47580000,2.47580000,2.46920000,2.47090000,13776.64000000
104,1589075040000,2.47110000,2.47260000,2.46870000,2.47080000,28752.58000000
105,1589075100000,2.47080000,2.47120000,2.46410000,2.46410000,23436.41000000
106,1589075160000,2.46500000,2.46760000,2.45440000,2.45440000,39172.50000000
107,1589075220000,2.45550000,2.45550000,2.44280000,2.45060000,57612.32000000
108,1589075280000,2.45060000,2.46000000,2.44900000,2.45520000,25966.39000000
109,1589075340000,2.45700000,2.46040000,2.45340000,2.45600000,17828.37000000
110,1589075400000,2.45600000,2.46580000,2.45590000,2.46350000,16470.61000000
111,1589075460000,2.46390000,2.46880000,2.46200000,2.46650000,8746.17000000
112,1589075520000,2.46530000,2.47220000,2.46470000,2.47080000,7629.97000000
113,1589075580000,2.47060000,2.47310000,2.46780000,2.46980000,25584.29000000
114,1589075640000,2.46840000,2.47240000,2.46800000,2.47200000,5037.99000000
115,1589075700000,2.47180000,2.47190000,2.46790000,2.46980000,10474.84000000
116,1589075760000,2.46880000,2.47360000,2.46870000,2.47360000,4852.87000000
117,1589075820000,2.47280000,2.47560000,2.47180000,2.47260000,9946.20000000
118,1589075880000,2.47220000,2.47670000,2.47200000,2.47590000,9648.93000000
119,1589075940000,2.47440000,2.47630000,2.47420000,2.47450000,3495.16000000
120,1589076000000,2.47450000,2.47450000,2.46720000,2.46910000,13596.16000000
121,1589076060000,2.46760000,2.46820000,2.45750000,2.46230000,29767.38000000
122,1589076120000,2.46270000,2.46330000,2.45790000,2.46220000,9900.90000000
123,1589076180000,2.46220000,2.46680000,2.46220000,2.46610000,8900.93000000
124,1589076240000,2.46610000,2.47230000,2.46610000,2.47230000,10919.93000000
125,1589076300000,2.47220000,2.47220000,2.46980000,2.46990000,7117.20000000
126,1589076360000,2.46990000,2.46990000,2.46710000,2.46900000,4033.28000000
127,1589076420000,2.47050000,2.47050000,2.46130000,2.46180000,14063.79000000
128,1589076480000,2.46190000,2.46730000,2.46160000,2.46290000,4410.33000000
129,1589076540000,2.46330000,2.46550000,2.46210000,2.46500000,1235.57000000
130,1589076600000,2.46550000,2.47020000,2.46550000,2.46900000,9619.26000000
131,1589076660000,2.46960000,2.47120000,2.46910000,2.47050000,3351.62000000
132,1589076720000,2.47050000,2.47100000,2.46280000,2.46550000,7493.77000000
133,1589076780000,2.46520000,2.46520000,2.46030000,2.46070000,8806.63000000
134,1589076840000,2.46110000,2.46350000,2.46000000,2.46150000,5247.49000000
135,1589076900000,2.46200000,2.46420000,2.46110000,2.46260000,4521.36000000
136,1589076960000,2.46350000,2.46470000,2.46240000,2.46240000,6495.41000000
137,1589077020000,2.46210000,2.46390000,2.45610000,2.45800000,11148.35000000
138,1589077080000,2.45920000,2.45950000,2.45520000,2.45770000,16032.28000000
139,1589077140000,2.45800000,2.46410000,2.45710000,2.46170000,18448.17000000
140,1589077200000,2.46170000,2.46460000,2.45980000,2.46240000,8731.23000000
141,1589077260000,2.46170000,2.46280000,2.45580000,2.45710000,6837.78000000
142,1589077320000,2.45730000,2.45860000,2.45040000,2.45140000,28149.75000000
143,1589077380000,2.45190000,2.45990000,2.45140000,2.45990000,15416.41000000
144,1589077440000,2.45910000,2.45990000,2.45630000,2.45870000,7621.83000000
145,1589077500000,2.45820000,2.45820000,2.45410000,2.45560000,8727.58000000
146,1589077560000,2.45560000,2.46190000,2.45310000,2.46070000,22569.26000000
147,1589077620000,2.46140000,2.46660000,2.46060000,2.46440000,15576.68000000
148,1589077680000,2.46320000,2.46500000,2.46140000,2.46210000,7793.15000000
149,1589077740000,2.46350000,2.46750000,2.46330000,2.46720000,12214.50000000
150,1589077800000,2.46650000,2.46970000,2.46550000,2.46660000,18592.28000000
